,Job_Name,Link,Job_Location,Internship,Teamwork,Client Communication,Time Management,Intrapersonal
133,"Director, Data Science Initiatives",https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0DfaJzxeKsHg3yNa09Lu8cQQduvjegwzxl5yjE4sdO8aCQ7r433WSCgz7HcYFllrIANRFn7GZl0LUUkB4eDLyVGpcpyTEoXkxag_rLlMz-FEifsHVp8vD5NWcMGwXi68ypovIvdUB9dy1hcWhIOlf7kk14dGMtdIieoXlCQfnvWhItBEak2ahGM6B2S-5ba7nxWZepGVWL2CgMfhV0H02N595RGlZD1uCN8zx8gecOCPcN8WoLOLH9GcEf1V_abxCUh7ykuNEc2J2cT7aXWivFZ5gvX1riFfeVP639yNbuCmB3pWD2stYxQLkEohQo8dcYrNbg1KssII8-kSS55PYBZFkHpl9lYs-GJ8NLPreY-fbWb8FsN5QIvb7FLpTxPsWr6MRWehSEXFefMJPVm9ubG2NtARbMhi5i5K1ada_zvb6p7QVW8W9exO4-V2vy-X2QOJvzvTnbX8zPC2F-QSqLvsx2hs9wIg7Qfz2B7Gtv8roiMrouMhAzOnABb2heKDk4rkG00oa7fxU4ZlHg6DfCtDOvyQuo3C7YcbduuPnk88oFKCIi8LPNlb58PkqY6dRU=&p=21&fvj=0&vjs=3,Toronto,1,1,1,1,
134,Data Scientist - Price Point – Start-up company,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0BJik0eOC2RiRcwALxZHhvolY0CiBGpIrD3jqHmT6hgcj9GGUq3nwzxcDRn3ID9hoVNHpFJfiMZVEii0Cjbtagb3mhNDEo_oIHpFMg9rCWYzYfQN4HIi5Iz2oA57hgnhTPzzOvyQ_a7LX3zRK22bHJRRSaN0PAPBBB3IrcOYUTwEdiLbpodlN9cVQZe-etWy-jMuCjhrqNAT0L8OcynHWFVqsz-dN6W9C8yugRJ89TUkg9ftnmUh-mpk1b2QJypu4sXFn5wc-gzGfJw_ChZvkSI5WpZUMS3Ct1_0DZ_9P9jqrvIFf2Z-hUwTs75F0pipfxm_10PCciv9MnALHKcdDZgoA7zkA9T2kkfE5FCNpnHn188v3u7-eqg6bw9kbanlBLiiE_zdqh27Xn8nyhuo5ANntMg-j3alW5V7jNZr_e1HKVTGnEpeKB8AwXWTPtvYm0_RBK5YdFBvdGbcQL3qoffcjIygZ_EzVtb2DK7UcBoZR6wtTzWPXuPP-YljMIXB19iQ1SNI5bK_C_GpMIND1L-oIitpYqWsIsU2E25DT91gLyNB-bbGZmkYfmLJq6WGm35VLuI0nmZnQ==&p=22&fvj=0&vjs=3,Toronto,,,,,
135,Big Data Operations Specialist,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0DfaJzxeKsHg3yNa09Lu8cQQduvjegwzxl5yjE4sdO8aCQ7r433WSCgz7HcYFllrIDsHBe4z3rcFtA5i1J5G4FbQMDoOPjw874oHHM5HAs3M9-kNVuGFDx-C2Qyis7Vbs-NfuFaJ6u0bZw_pp4CQuht9hnUP7HcqHHSoK0NweEbZzP4CCV5lmKfBuQveotyQksWG1cBFiNo7ZdtHikF7IpBlmEAVA1mS_WZR3tt48sOXBjDLGdxXFE7UlCq_dhdqPEeKVLwWLuvvvny8mmog6f7cEwKUGG29dtrC4lQ4GdaUvsXRcWfFG58QBtx96DpjEk2vkA6vAvCCvtTPYrUZqX1YuD83BWoS99lQra1JOI0WIMg0JgQumO3ltNaCLFlh36-O7Iy5TZiu61VY7ZOyAUGhMOF5Hr7uX9v2wxCKrUGZr0oQHrI7GhpWkkjlrjpytDUzcP5e3LO3EslZV5lT-uoJ0MDT9gsYKJqmMHAIKunwIFIQI0ymPaNokm8Omw_LVFl-f1m-k1wZ493Cjf9w7QzGW5MJb9A5X2odDc1Hy60cEIzhZdBZF0F-iYk28Vzank=&p=23&fvj=0&vjs=3,Toronto,1,1,1,1,
136,Senior Data Scientist,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0DPvDrY7fOi7IBjGen6Dx7RXxfTf3xqH9cPvuoqrlxtCEWGirnFmPeDqLmC0lmmv53RT4c7TfVaEeCaKVRyV_uwnQ0WZWsfo1bn6WZeEBuu9sU3EZXbsctoqXEI3pYPLgSyBty4p-CKJVlNJuqhH5RgZux2kej8PJiaMngP8gGUPmAKru5T0X5yB9Qrv5XbKwNqW1pG_MdsGC9XpD12diOG4A3huSHFhVXvM3FH9tx15zUUUlFJdXAtX1tFb4WOI-DXaQL8ftIOZTPlPpVLwEGF5UBEjyzc6h-gXafPfAhLHPcNAIf0j3oBlXfy-J5TMrkMK-9ksrth4H1wtyODIiSZ3MDu_2Cg-vDquBUfU0nhkDcTAayPFTtt5BBUHEAdA36HgEjfLAKecc4SS6IlCkWFlzTbq_BINCMJE_gYkbn9qTGshIw6UHHb0yk042m0d1Ui7guF4WCPSnajGOdkXbLKNK98ft8pG8Q_HAkt14xyeOk7s8KGAv0PbaQCZ5M0aQ8n05WVI5tCUOKTV6dnONNoTKO9mJFlxzffjSy2oT3nBWoOnJjNpa9R&p=24&fvj=0&vjs=3,Toronto,1,1,1,,1
137,DATA SCIENTIST,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0CW81yLmMX0jZhkp9wi2Zzr1m-t1jAbw6FN9Wv5HozWh14F5jwCNHCXR2SMRH94RkiJl-9VEPLSMrqxQEyU1Gv-26IiIy0HkWM2RmvKZ7rRwiqbiCQS5ANixGX-hpQ2ko1TmyHM0qFWhLCooxFdx63KhZtT3qHXZ-q1lSizmydfy7BIHhmuMpF9aQyRHL_1d9bM83jKDfe1x9-2AWDzqhNz3YzcvejEbyhCO5u113qJYPB7zLljSjCyz9MCGDjN9sjZ13DHvvW6HU1KBuK16NSkncAlp3h6SGTuJRLia6ulLSI6chbHn2tL8-pTGq-lLjFi_654ckj-H3bgumTiIKdPOTb5-wmiAqX6UtmwOwEXzoWgk5BnHv9ZSYxeWxcpJQBX6jTli3FSPvkZqZCOCerrG1iBlHc9n6-SSPP6IgDcNg==&p=25&fvj=0&vjs=3,Toronto,,1,,,
138,Big Data Instructor,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0CYMvVl1R3x4HhPmDe20s-Dsm8iEII5uyjFc-sLJEUXzLh2VAYLKF2jRQ5wKCQUQVEJBRfM7UITcbgLYL356kofBJUIJujXzN2DBReUeYkT1QzGkRR1PNVAGuESHqOPpvZdtigSrw45ao3-nzuu-x3yMyS3cTLhaTbB6EkBd7cmBTYOhe_BDBSzVsRrgiRd4pa63B7-LgW2cS9FbSDoYl9JzM-JFJZDAu8zzLcNBxaLZPEu13yL3Z-6-SeP2h3yfrKLAVUEAuXL-uZjD39Ny10iheTPqCc9ttNiK3zEPF8ueAgGuMEDAyT7gSN10AnzAwqfsnEwUgC7SphTggUK6U6XTt91Rv3tbjCSeeUHweALUF-BBwOJH-cMGwV4DMAAj9SsS5U0kK98EDzsCvXBBHHLfIIR7za3p6d8YF_hdt8ZpXPk8Fvy2IOng8He_wU-5qBxiJq5FM7e3g==&p=26&fvj=1&vjs=3,Toronto,,,,,
139,Data Scientist,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0DznJ5LOB8Sxa7QeEp9Xu-7tmqymb8VetCdACJvEZcmjLc7NxI4nl05s9y4FYYvp4ZyoOtZSbXRe2a3zpGcFuqApy31lt2V0W7jSAKgf8m4RxlrxXtm2Yi7bMznNljQDNFsAXrnOWrm8s-G4yQ2XN3llIVSvPkOSYgtHJvGe8WNtKnE5S0U0xepw2qNU2vnlb1CsXmoDJMCJqXO5HhXOuiTqvlyXmRu3RO0R1KC-CmbkjrqwiC5anwSVZcUFO3NhKE37HAz1Yu_DFfTgz3WjZlYXZmLFLjcfCnHSR04NqlRKjsiAnGauV7MwvCFS0U9BG4wBT0ddqXwDeXJaAuohOWEA7IRooGgyMUySA7SEMXy-N6HrPvKVjkvY1SR-d8Fg3hBkynQhvtZlMZrWsEIXYQZGiAKoOPOv6uY8nM7Bpj-OFgD8eXfPXN64lfazx842X4=&p=27&fvj=1&vjs=3,Toronto,,1,,1,1
140,Part-Time Data Science Instructor,https://www.indeed.ca/rc/clk?jk=ae589f4854531d77&fccid=a4cd0efa7775ecd2&vjs=3,Toronto,,1,,,
141,Big Data Instructor,"https://www.indeed.ca/company/Cestar-College-of-Business,-Health-and-Technology/jobs/Big-Data-Instructor-834b6989c6196abf?fccid=6548244c349e0570&vjs=3",Toronto,,,,,
142,Senior Data Scientist,https://www.indeed.ca/rc/clk?jk=9a574d345ef30465&fccid=8b6902cf5e1e68e5&vjs=3,Toronto,,1,,,
143,"Engineering Manager, Data Science",https://www.indeed.ca/rc/clk?jk=69173fa45bf65a86&fccid=a4813de415be0594&vjs=3,Toronto,1,1,,,
144,Applied Scientist,https://www.indeed.ca/rc/clk?jk=943895722cc59ae6&fccid=fe2d21eef233e94a&vjs=3,Toronto,1,1,,,
145,Senior Data Scientist (NLP),https://www.indeed.ca/rc/clk?jk=1ff45a972fc8727d&fccid=935bdcc8ea6ea513&vjs=3,Toronto,,1,1,,
146,Principal NLP Scientist,https://www.indeed.ca/rc/clk?jk=fb461a65d46f15cf&fccid=9852e758cf195f01&vjs=3,Toronto,,1,,,
147,Senior Wireless Data Scientist,https://www.indeed.ca/rc/clk?jk=638e244e4f160533&fccid=b5583ca8df6a68c3&vjs=3,Toronto,1,1,1,,
148,Manager – Advanced Analytics,https://www.indeed.ca/rc/clk?jk=5a950278382b5155&fccid=4512634d9e7338a8&vjs=3,Toronto,1,1,,,
149,Data Scientist,https://www.indeed.ca/rc/clk?jk=34061b2217ec0d08&fccid=3a429036b3725efa&vjs=3,Toronto,1,1,1,,1
150,"Applied Scientist, NLP",https://www.indeed.ca/rc/clk?jk=ad6fab1b1207aa69&fccid=cc0861c00ab24001&vjs=3,Toronto,,1,,,
151,Sr. Data Modeler/Data Analyst,https://www.indeed.ca/company/S-M-Software-Solutions-Inc./jobs/Senior-Data-Modeler-Data-Analyst-9f80677d1f4fe1e8?fccid=d0360770972c1309&vjs=3,Toronto,1,,1,1,
152,Senior Data Engineer - Analytics,https://www.indeed.ca/rc/clk?jk=c31cbf62bbdd88bf&fccid=a4813de415be0594&vjs=3,Toronto,1,1,,,
153,"Applied Scientist, AI Applications - Deep Learning",https://www.indeed.ca/rc/clk?jk=352df2ae66f331c9&fccid=c267f29f0f85e8b8&vjs=3,Toronto,1,1,,,
154,"Assistant Professor, Teaching Stream – Computer and Data Science",https://www.indeed.ca/rc/clk?jk=3c818cb0a6272246&fccid=986361104086c3ae&vjs=3,Toronto,,1,1,,
155,Senior Data Analyst,https://www.indeed.ca/rc/clk?jk=dd2262031343eeb2&fccid=ea2f3473c53cb525&vjs=3,Toronto,,1,1,,1
156,Research Scientist Intern - Deep Learning,https://www.indeed.ca/rc/clk?jk=edace179a6dd4e9a&fccid=c267f29f0f85e8b8&vjs=3,Toronto,1,1,,,
157,"Director, Data Science Initiatives",https://www.indeed.ca/rc/clk?jk=87253c3ac2cc70b0&fccid=4271edc9c2f82254&vjs=3,Toronto,1,1,1,1,
158,Machine Learning Engineer,"https://www.indeed.ca/company/Alphabyte-Solutions,-Inc./jobs/Machine-Learning-Engineer-f53e702646fbb8ec?fccid=c6e1729bf1560eb6&vjs=3",Toronto,1,,,,
159,Senior Data Analyst,https://www.indeed.ca/rc/clk?jk=e75d711873fd6d47&fccid=1840655dc2c95c6f&vjs=3,Toronto,1,1,,,
160,"Postdoctoral Research Fellow in Computer Vision, Deep Learning and SLAM",https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0Bop1AwOGSXkIS5LvCcIOLCU6dprbvn4zr_8xHydz3OCg5jCW24zXACXeySrV8WFL73U5XD2kmIxg4Q4YmHcdQrsnpjEaM5hFxJItfg5V6lRLqSb0C_xpPZYw-DOL-y8VMoOzIo5C51_Q3bn0tZJ3eW5fcfMB3rgIcC6Dt8n_Wz8dz1Cip-ikoOMzdCkOcBiMcTM5G7cJParn9P8HuXrTq8I3RZze6E7dIjog97_WoUvKgwLk3baUgoxrySgyFFCe42axa26JdBmq-extYuSHcS_HAFvfYrdnXFqCSSHpUR_8brwharJkhDa1k1M6F4fu1GqwXcx7SIsjgkZ4TFNsKEuoRz09Xo-3Y4CML6yshim-_mgctZMLllaRdsmcwtkS4fhAn6OApUAmrcecTIWt9PBaYFJvkRDO4PkdP8u5FziHq5q4beHzUVtAvImlO41dn2Mk6HIYyKUOgPuTbYcdMx4cdtpaX6bTg7meCUJX7vSkbsZpzKDHFmHLAfekYKXdl7FRKbjahPNA==&p=20&fvj=1&vjs=3,Toronto,,1,,,
161,"Director, Data Science Initiatives",https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0DfaJzxeKsHg3yNa09Lu8cQQduvjegwzxl5yjE4sdO8aCQ7r433WSCgz7HcYFllrIANRFn7GZl0LUUkB4eDLyVGpcpyTEoXkxag_rLlMz-FEifsHVp8vD5NWcMGwXi68ypovIvdUB9dy1hcWhIOlf7kk14dGMtdIielS-xX_Ql4l9tkoDW1s-HUclIxmn62QpLJIL7XZhuZ-lSDt2Vwa0_t4xZadyudP4M442Zh4w3lyf8FbIJD2uax_MvM0sSKqr_jCWml8K195MQ64SC054eka50hemLxsPt5uZn5Oaxb9XeiFI6wIKf8QdHwa1SDOLDXl6LG6xNQbRpfVhB4wEdS4BbfIPNIDALYetU4gztsdLW8RPyK83mmS4tgHTwFxadNsfF4ai5TIR3OkRAyxkD182B0PF8Zc5DE95nFfUuH3Jq0QWr2uw0sImnzxkWNcmnI0ZwQw4EO6a0zUWWE04CBXT3sUPHttHTdKw5rkK7sz3kiELrkQHA1tX4OCFanrqyBylGoqw5AyJJEpFsUEE2iinEeZkvFYJCCCVO6kirMCV-wfhz5ImFqVhRBmqbCa00=&p=21&fvj=0&vjs=3,Toronto,1,1,1,1,
162,Data Scientist - Price Point – Start-up company,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0BJik0eOC2RiRcwALxZHhvolY0CiBGpIrD3jqHmT6hgcj9GGUq3nwzxcDRn3ID9hoVNHpFJfiMZVEii0Cjbtagb3mhNDEo_oIHpFMg9rCWYzYfQN4HIi5Iz2oA57hgnhTPzzOvyQ_a7LX3zRK22bHJRRSaN0PAPBBB3IrcOYUTwEWZPS4vC6uHqKGGvseY3AymxcoPGRHnJMiajWKqSX34ZAWx3YkpH6gXyJaqrOwXjsXhYeVC0APm61-CpXfbvorhmi87L9wH_Lp-VHTAGp5hLPJ7-iBNWBOCXk7wZ7TpEzhI8t5FGXBGW5e0qbDDeAVsX2z3K33Ng4iCFaXHOyoTgbc8ZsuCEUtHw8LdbqiLu6Yq8GSifI0UKXFI3X7eH8-_cLf27qxREhw21Sn8ZYLKpdlqyTUb1R4Uubu2gAcdCYzyQCHoIGgEnDKSLVGXp8cHuk-Jz6rRHdZaWHaTOhNDfZw4sPypQ6nNx4UFPY1DYQzfgd9ZthU865YQ0TRP6J5pktJMjzekZluIuzEsEgbq7cHX9dFW0P8XMlSrRrYo6uQUAZGZpULJPPBF2fwIpKiLFen3alfYM1Q==&p=22&fvj=0&vjs=3,Toronto,,,,,
163,Big Data Operations Specialist,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0DfaJzxeKsHg3yNa09Lu8cQQduvjegwzxl5yjE4sdO8aCQ7r433WSCgz7HcYFllrIDsHBe4z3rcFtA5i1J5G4FbQMDoOPjw874oHHM5HAs3M9-kNVuGFDx-C2Qyis7Vbs-NfuFaJ6u0bZw_pp4CQuht9hnUP7HcqHH2prxvBc2CEY0vJIgRokmmPclC1E-bMRrhjYu-9iIK9j7XI-WyXU7O8eewiMw-nrfu7vaZ18K9XUld8JJjPK7GBaAZhc9wNTuTukybi7ub1kHsH-VObzJkk8VNA1WUj0EOIz9l_o5TBGIem7tJYVk8cNIPUt4x3n51flyKuA4bdPu7bGxEGup0DToDEarS8IYM2hxtONUF0Xs8OOXjynn5M1N1zTsxnqD9C0N9t-FN-UFl6U_-Y4YkhX9nAEJwvWvjEPDe17Zu0gVGt6AOlElQDNAyP7slqSOG4KHGnL86zUoSDPicta_mbO2tNo5TONdQAAWRgTavM7gaqJPkaIr0Z0XBWHpzhT63j9PUETZ_huww-H933UD2HgkfaqCZsEeUGm3qfiqh_wZ613duecnbnnXpnLa3aSA=&p=23&fvj=0&vjs=3,Toronto,1,1,1,1,
164,Senior Data Scientist,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0DPvDrY7fOi7IBjGen6Dx7RXxfTf3xqH9cPvuoqrlxtCEWGirnFmPeDqLmC0lmmv53RT4c7TfVaEeCaKVRyV_uwnQ0WZWsfo1bn6WZeEBuu9sU3EZXbsctoqXEI3pYPLgSyBty4p-CKJVlNJuqhH5RgZux2kej8PJiaMngP8gGUPtvCHPn_S5WZuaobGQYN4meXxo3XFBn-ietXs1UWbdWZS5qcOJLwR8xM4bP3US_q6jhUCDkeWzOMB35qe7Zl0OXadS8GptL1BiKyfPgOqaF_-mYsPnr85KhiAw6v8E2nOkVQmHEH2iEfuDGOlvahNsHRseG7YiC16IjCh5VqU6hySw8ajNMSClV4Dub-0xrFuS-Kb4Bv_pA5cIaZ9teu-piEAmFqJzfXJP_VlJ4k3NtnG_wLx90zAPmYwuVZ8EaIKlOEU4B1Y4v1da1pV1nlD8Dj9bloLSMF82lACgsk6IRV-DBtmEhcRPp1n1hanG2U-zvQ2DMU4rsghqSckUAt91AOe7GFOtHonHBN6A--0rZ89y2kq95wrTmxpuzbpG6RrsJ9A7sjUN8B&p=24&fvj=0&vjs=3,Toronto,1,1,1,,1
165,DATA SCIENTIST,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0CW81yLmMX0jZhkp9wi2Zzr1m-t1jAbw6FN9Wv5HozWh14F5jwCNHCXR2SMRH94RkiJl-9VEPLSMrqxQEyU1Gv-26IiIy0HkWM2RmvKZ7rRwiqbiCQS5ANixGX-hpQ2ko1TmyHM0qFWhLCooxFdx63KhZtT3qHXZ-rsH4cDGYZNgHd5bMts-xjg26sAdcvsAKowVnCGNMQ6If-FVaGCbTN7mXi-Pq4gPajRpoOGCxV985FNZILKsLhfnwQrgENDWtNvsjjq6t1oaghgXMx-ghBKXYcQLIpPD_IXD22V_NnmTVRKH58oyA8_P8k9UFFsV7VgGalqELlahzLWDm799mrFHwZKpTvnY5E50q2047XXH2t_NF5r3Dv4yC1Zisve7H0X8gG15zgA9YBd1NKjLW-LWlwdpcbjLecNMwzd0gLS4g==&p=25&fvj=0&vjs=3,Toronto,,1,,,
166,Big Data Instructor,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0CYMvVl1R3x4HhPmDe20s-Dsm8iEII5uyjFc-sLJEUXzLh2VAYLKF2jRQ5wKCQUQVEJBRfM7UITcbgLYL356kofBJUIJujXzN2DBReUeYkT1QzGkRR1PNVAGuESHqOPpvZdtigSrw45ao3-nzuu-x3yMyS3cTLhaTbB6EkBd7cmBTYOhe_BDBSzRiXLHBm3-S2u_2US0JzoFJXMAC562QIKcZvxOTMOLdlNQKTfXl7x6-tKrCm9I4F54GXm0Q89MHcDKQq12q0mmAdZJoUyvZ8_4amtxa_s3blZhqnsqjwY34HKBEgdDzHVSVmfULfbAR6QlYWox1ov6uxuSIGOmIKZ0H61DjzBnR6QZnRTQZCbsGmALCESN_Ckc4CJMSCdJHsD4XQMgD0h5o8XvhthZubCrVgJ3fbdRC5P4fPngpfFfqfAIzGxc6YPvEOhlTnJqHxyYhvKp6huDw==&p=26&fvj=1&vjs=3,Toronto,,,,,
167,Data Scientist,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0DznJ5LOB8Sxa7QeEp9Xu-7tmqymb8VetCdACJvEZcmjLc7NxI4nl05s9y4FYYvp4ZyoOtZSbXRe2a3zpGcFuqApy31lt2V0W7jSAKgf8m4RxlrxXtm2Yi7bMznNljQDNFsAXrnOWrm8s-G4yQ2XN3llIVSvPkOSYgtHJvGe8WNtKnE5S0U0xepHxUt4Hpjm_wfj2DK8OvaddDcrpS5EFpZ0HF6SUoOCjjnvPlWJmkcyxMWWILvn7R1O5wAcnQzKYPecGa5mlWQkKOldFappjEXkGbxwXA8F_NSVXSWhp0XrW4U-MZufMEdB51lGUQPXLLS9urLjx5whNJG6Ity36OGMOmPAFdQJDB3J1kqOmoPdJ5F217GOlQ3yBtDyZsN2H4NSh96u4fC8ZENfzvKCCSBfZEpzxkNukGK3VRS7hf7djgEk3S5hbzLpxDM4EFkF-I=&p=27&fvj=1&vjs=3,Toronto,,1,,1,1
168,"Manager, Performance Analytics",https://www.indeed.ca/rc/clk?jk=a1bc4327f5f69a15&fccid=b5583ca8df6a68c3&vjs=3,Toronto,1,1,1,,
169,Machine Learning Engineer,https://www.indeed.ca/company/1000ml-Inc./jobs/Machine-Learning-Engineer-4cc7d1d63ce4133b?fccid=a7bb3c4ea5d591f5&vjs=3,Toronto,1,1,,,
170,Machine Learning Careers @ QUALCOMM Canada,https://www.indeed.ca/rc/clk?jk=ebb7e6ef37a92b0b&fccid=d40ebe11fc879426&vjs=3,Toronto,,,,,
171,Business Intelligence Engineer,https://www.indeed.ca/rc/clk?jk=4442f29c9e047e57&fccid=d70f4f0ef2567fb8&vjs=3,Toronto,,,,,
172,Machine Learning Engineer,https://www.indeed.ca/rc/clk?jk=306fcb506daafe2f&fccid=3002307a9e5b4706&vjs=3,Toronto,1,1,,,
173,Machine Learning Engineer - Content Discovery Squad,https://www.indeed.ca/rc/clk?jk=e18e7e4f7e386356&fccid=ea2f3473c53cb525&vjs=3,Toronto,1,1,,,
174,Data Analytical Specialist/Scientist for Network Technology & Security,https://www.indeed.ca/rc/clk?jk=3866ca7429fd09f5&fccid=50f7dae6edfd9634&vjs=3,Toronto,1,1,,,
175,Business Intelligence Analyst,https://www.indeed.ca/rc/clk?jk=212b672fe7b214fe&fccid=4854e96460a20478&vjs=3,Toronto,,1,,1,
176,Research Scientist - Deep Learning,https://www.indeed.ca/rc/clk?jk=819693e61b165a29&fccid=c267f29f0f85e8b8&vjs=3,Toronto,,,,,
177,Machine Learning Engineer / Data Analyst,https://www.indeed.ca/rc/clk?jk=23d587a7006833fa&fccid=dd616958bd9ddc12&vjs=3,Toronto,1,,,,
178,Product Manager - Data Science & Engineering,https://www.indeed.ca/rc/clk?jk=5fc1be6d22c34205&fccid=d5a5824be27ba831&vjs=3,Toronto,,1,,1,
179,NLP Scientist,https://www.indeed.ca/rc/clk?jk=380ec535958d6285&fccid=d95291ce811790c9&vjs=3,Toronto,,1,1,,
180,"Director, Data Science",https://www.indeed.ca/rc/clk?jk=82c0b672d840fdee&fccid=3002307a9e5b4706&vjs=3,Toronto,,1,1,,
181,Machine Learning Engineer,https://www.indeed.ca/rc/clk?jk=1aa12056d4d7bd99&fccid=088981af222032de&vjs=3,Toronto,1,1,,,
182,"Analyst, Actuarial, Rewards and Analytics, Life Insurance",https://www.indeed.ca/rc/clk?jk=d0b4a3b011ab2cc0&fccid=9e215d88a6b33622&vjs=3,Toronto,1,1,,,
183,Associate Professor / Professor - Data Science,https://www.indeed.ca/rc/clk?jk=644a07cba1dba401&fccid=986361104086c3ae&vjs=3,Toronto,,1,1,,1
184,"Associate Manager, Campaign Analytics",https://www.indeed.ca/rc/clk?jk=aa1e40e1b178db6e&fccid=d7114f1cac8d0711&vjs=3,Toronto,1,1,,,1
185,Machine Learning Scientist,https://www.indeed.ca/rc/clk?jk=0e283bd642939ccd&fccid=2c0a62ec8f3ae315&vjs=3,Toronto,1,,1,,
186,Global Cloud Solution Architect - Analytics,https://www.indeed.ca/rc/clk?jk=ae64264c4aa68b61&fccid=734cb5a01ee60f80&vjs=3,Toronto,,,,,
187,Business Intelligence Engineer,https://www.indeed.ca/rc/clk?jk=7cbdc1a66e026809&fccid=4854e96460a20478&vjs=3,Toronto,,1,,,
188,"Postdoctoral Research Fellow in Computer Vision, Deep Learning and SLAM",https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0Bop1AwOGSXkIS5LvCcIOLCU6dprbvn4zr_8xHydz3OCg5jCW24zXACXeySrV8WFL73U5XD2kmIxg4Q4YmHcdQrsnpjEaM5hFxJItfg5V6lRLqSb0C_xpPZYw-DOL-y8VMoOzIo5C51_Q3bn0tZJ3eW5fcfMB3rgIcC6Dt8n_Wz8dz1Cip-ikoOislBVBr4Zt8An7eo28SD_h5ohtSbjSQDzeOoiFfOhOZBtpFnQUY1whf2owCIxMlVJBsyYvsWHX4ZetwOSIRKhylFZyp8pSDsAT4HL43CZr2OFg4lipWWUBbhIWtm2VmPER8K_PczPsJiWFzg-AVKfi2IZA6hIx7DWRSaxLWwvzR-f9rxTtkZ3z9rZ5GtOOBYXIXNVbIti_m6xSs5Wav9s9NOomOIy5o7-XGg0ecpCvFhHEwmo588EZIBC2EQIVQLkw9KMSLPaXKnTF9ytrKDHxQisO5UEiaWpnIJaqzsa3UR-CCu1-HCNHVpgR1QM-W61nMJZaeM76IHhVfV31d2Jw==&p=20&fvj=1&vjs=3,Toronto,,1,,,
189,"Director, Data Science Initiatives",https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0DfaJzxeKsHg3yNa09Lu8cQQduvjegwzxl5yjE4sdO8aCQ7r433WSCgz7HcYFllrIANRFn7GZl0LUUkB4eDLyVGpcpyTEoXkxag_rLlMz-FEifsHVp8vD5NWcMGwXi68ypovIvdUB9dy1hcWhIOlf7kk14dGMtdIifOrz6pJpVoKet-JC7mmRK_qqvp9zZkfGLkx0c8kQ7oou636hnQc9FKVwgekhb5Evj1086ZbkkpgFpWuzKwHaroqUQsxJIdkxTbuJXWDfWLLhCTiiQwJfChk_Z3pFkEjvFculK0XOMgFsYP6klwSg6dTkwJVOAdRVgYS5kBAbH-p7CxQK8GXdcVin160lhrkuRmLeYudt-qjijN21jZlgf_rTfAjGIG-7lwvSl20eo4BnEPxLA25CBABQeXBqRyNaNfNKg2Y9p1mgYTJGa3430p-wKj2g4JZudOnfyEogHETw16K_A3fAGOhOQIjOiMHukcDGwupPjV9MbD9qn5NZdIUAcwcc_tBcsACUpiriVAqVqtyFYlq5Kxt4FinbVyAwFGl5Uonr5YplAnawip-0Qlvwbv0iDINjc=&p=21&fvj=0&vjs=3,Toronto,1,1,1,1,
190,Data Scientist - Price Point – Start-up company,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0BJik0eOC2RiRcwALxZHhvolY0CiBGpIrD3jqHmT6hgcj9GGUq3nwzxcDRn3ID9hoVNHpFJfiMZVEii0Cjbtagb3mhNDEo_oIHpFMg9rCWYzYfQN4HIi5Iz2oA57hgnhTPzzOvyQ_a7LX3zRK22bHJRRSaN0PAPBBB3IrcOYUTwEYV7sJ25maD98QPkm4IHmQHyQaItftbn4ri67o2EKElNse1YJelyOuFhxfAV_BKSyNPCLJvewBX10ADxYKHe0Atma4LnP22PxC1ISF0YVZZI1zVcGg651Jl_0vfRG3J9yO-zO7c3fudqCZZESmoimtWg1p_u4arC-YEklLw7Mhc-QlVgDA5veEXnXK_k-5PFnHM8osx_dHeM5k9zjUWBmZx9UEX2k6ar58Eck-SFnPElnn58Y5Rohg4HDYihFS-7D_NWS3Cr-xvLmp_pjBJh3CU2gjJ60Mg9F3SOMf1Nj9L6l3APmPs891mVJdnIJO386d7P3CrDlL1NdFkPngSCz8eNu4eOKZj6kzrozQCaUQmniIh1IARuPTEnN30NggPHOfppgODk9_1CQW-yzJjM2T4Ju-JPmUjk4w==&p=22&fvj=0&vjs=3,Toronto,,,,,
